brakingPressure, currentGear, distanceCounter, electronicStabilityProgram, engineSpeed, fuelConsumption, gearSelection, lapDistance, laptime, lateralAcceleration, longitudinalAcceleration, longitudinalSlipRR, longitudinalSlipRL, longitudinalSlipFR, longitudinalSlipFL, pedalForce, sectorDistance, sectorTime, speed, steeringWheelAngle, timestamp, tirePressureFR, tirePressureFL, tirePressureRR, tirePressureRL, tripDistance, wpoCharismaDamper, wpoCharismaMotor, wpoCharismaTransmission, wpoOversteer, wpoUndersteer, latitude, longitude, yawVelocity
0.0, 4, 1304.000, , 5996, 0.0, , 1316.8, 32919, -0.057, -0.599, 0.0, 0.0, 0.0, 0.0, 1.00, , , 40.000, -1.88, 1780000032600, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.559138081, -79.196818593, 0.0
0.0, 4, 1308.000, , 5984, 0.0, , 1320.8, 33019, -0.113, -0.595, 0.0, 0.0, 0.0, 0.0, 1.00, , , 40.000, -3.76, 1780000032700, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.559172469, -79.196804669, 0.0
0.0, 4, 1312.000, , 5965, 0.0, , 1324.8, 33119, -0.169, -0.589, 0.0, 0.0, 0.0, 0.0, 0.99, , , 40.000, -5.62, 1780000032800, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.559207004, -79.196791313, 0.0
0.0, 4, 1316.000, , 5937, 0.0, , 1328.8, 33219, -0.224, -0.581, 0.0, 0.0, 0.0, 0.0, 0.98, , , 40.000, -7.46, 1780000032900, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.559241680, -79.196778527, 0.0
0.0, 4, 1320.000, , 5902, 0.0, , 1332.8, 33319, -0.278, -0.571, 0.0, 0.0, 0.0, 0.0, 0.98, , , 40.000, -9.27, 1780000033000, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.559276491, -79.196766314, 0.0
0.0, 4, 1324.000, , 5860, 0.0, , 1336.8, 33419, -0.331, -0.558, 0.0, 0.0, 0.0, 0.0, 0.96, , , 40.000, -11.04, 1780000033100, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.559311431, -79.196754676, 0.0
0.0, 4, 1328.000, , 5810, 0.0, , 1340.8, 33519, -0.383, -0.543, 0.0, 0.0, 0.0, 0.0, 0.95, , , 40.000, -12.77, 1780000033200, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.559346493, -79.196743615, 0.0
0.0, 4, 1332.000, , 5753, 0.0, , 1344.8, 33619, -0.434, -0.526, 0.0, 0.0, 0.0, 0.0, 0.94, , , 40.000, -14.45, 1780000033300, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.559381672, -79.196733133, 0.0
0.0, 4, 1336.000, , 5689, 0.0, , 1348.8, 33719, -0.482, -0.507, 0.0, 0.0, 0.0, 0.0, 0.92, , , 40.000, -16.07, 1780000033400, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.559416960, -79.196723232, 0.0
0.0, 4, 1340.000, , 5618, 0.0, , 1352.8, 33819, -0.529, -0.485, 0.0, 0.0, 0.0, 0.0, 0.90, , , 40.000, -17.63, 1780000033500, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.559452352, -79.196713913, 0.0
0.0, 4, 1344.000, , 5541, 0.0, , 1356.8, 33919, -0.574, -0.462, 0.0, 0.0, 0.0, 0.0, 0.89, , , 40.000, -19.12, 1780000033600, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.559487841, -79.196705178, 0.0
0.0, 4, 1348.000, , 5458, 0.0, , 1360.8, 34019, -0.616, -0.437, 0.0, 0.0, 0.0, 0.0, 0.86, , , 40.000, -20.54, 1780000033700, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.559523421, -79.196697029, 0.0
0.0, 4, 1352.000, , 5369, 0.0, , 1364.8, 34119, -0.656, -0.411, 0.0, 0.0, 0.0, 0.0, 0.84, , , 40.000, -21.87, 1780000033800, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.559559086, -79.196689467, 0.0
0.0, 4, 1356.000, , 5275, 0.0, , 1368.8, 34219, -0.693, -0.382, 0.0, 0.0, 0.0, 0.0, 0.82, , , 40.000, -23.12, 1780000033900, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.559594830, -79.196682494, 0.0
0.0, 4, 1360.000, , 5176, 0.0, , 1372.8, 34319, -0.728, -0.353, 0.0, 0.0, 0.0, 0.0, 0.79, , , 40.000, -24.27, 1780000034000, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.559630645, -79.196676111, 0.0
0.0, 4, 1364.000, , 5072, 0.0, , 1376.8, 34419, -0.760, -0.321, 0.0, 0.0, 0.0, 0.0, 0.77, , , 40.000, -25.33, 1780000034100, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.559666526, -79.196670318, 0.0
0.0, 4, 1368.000, , 4964, 0.0, , 1380.8, 34519, -0.789, -0.289, 0.0, 0.0, 0.0, 0.0, 0.74, , , 40.000, -26.29, 1780000034200, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.559702467, -79.196665118, 0.0
0.0, 4, 1372.000, , 4852, 0.0, , 1384.8, 34619, -0.814, -0.255, 0.0, 0.0, 0.0, 0.0, 0.71, , , 40.000, -27.14, 1780000034300, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.559738460, -79.196660510, 0.0
0.0, 4, 1376.000, , 4736, 0.0, , 1388.8, 34719, -0.837, -0.221, 0.0, 0.0, 0.0, 0.0, 0.68, , , 40.000, -27.89, 1780000034400, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.559774500, -79.196656496, 0.0
0.0, 4, 1380.000, , 4618, 0.0, , 1392.8, 34819, -0.856, -0.185, 0.0, 0.0, 0.0, 0.0, 0.65, , , 40.000, -28.53, 1780000034500, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.559810579, -79.196653076, 0.0
0.0, 4, 1384.000, , 4497, 0.0, , 1396.8, 34919, -0.872, -0.149, 0.0, 0.0, 0.0, 0.0, 0.62, , , 40.000, -29.06, 1780000034600, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.559846693, -79.196650251, 0.0
0.0, 4, 1388.000, , 4375, 0.0, , 1400.8, 35019, -0.884, -0.112, 0.0, 0.0, 0.0, 0.0, 0.59, , , 40.000, -29.47, 1780000034700, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.559882834, -79.196648022, 0.0
0.0, 4, 1392.000, , 4251, 0.0, , 1404.8, 35119, -0.893, -0.075, 0.0, 0.0, 0.0, 0.0, 0.56, , , 40.000, -29.76, 1780000034800, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.559918995, -79.196646389, 0.0
0.0, 4, 1396.000, , 4126, 0.0, , 1408.8, 35219, -0.898, -0.038, 0.0, 0.0, 0.0, 0.0, 0.53, , , 40.000, -29.94, 1780000034900, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.559955171, -79.196645352, 0.0
0.0, 4, 1400.000, , 4000, 0.0, , 1412.8, 35319, -0.900, -0.000, 0.0, 0.0, 0.0, 0.0, 0.50, , , 40.000, -30.00, 1780000035000, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.559991355, -79.196644911, 0.0
2.5, 3, 1404.000, , 3874, 0.0, , 1416.8, 35419, -0.898, 0.038, 0.0, 0.0, 0.0, 0.0, 0.47, , , 40.000, -29.94, 1780000035100, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.560027541, -79.196645067, 0.0
5.0, 3, 1408.000, , 3749, 0.0, , 1420.8, 35519, -0.893, 0.075, 0.0, 0.0, 0.0, 0.0, 0.44, , , 40.000, -29.76, 1780000035200, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.560063721, -79.196645819, 0.0
7.5, 3, 1412.000, , 3625, 0.0, , 1424.8, 35619, -0.884, 0.112, 0.0, 0.0, 0.0, 0.0, 0.41, , , 40.000, -29.47, 1780000035300, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.560099891, -79.196647167, 0.0
9.9, 3, 1416.000, , 3503, 0.0, , 1428.8, 35719, -0.872, 0.149, 0.0, 0.0, 0.0, 0.0, 0.38, , , 40.000, -29.06, 1780000035400, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.560136042, -79.196649112, 0.0
12.4, 3, 1420.000, , 3382, 0.0, , 1432.8, 35819, -0.856, 0.185, 0.0, 0.0, 0.0, 0.0, 0.35, , , 40.000, -28.53, 1780000035500, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.560172170, -79.196651652, 0.0
14.7, 3, 1424.000, , 3264, 0.0, , 1436.8, 35919, -0.837, 0.221, 0.0, 0.0, 0.0, 0.0, 0.32, , , 40.000, -27.89, 1780000035600, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.560208266, -79.196654788, 0.0
17.0, 3, 1428.000, , 3148, 0.0, , 1440.8, 36019, -0.814, 0.255, 0.0, 0.0, 0.0, 0.0, 0.29, , , 40.000, -27.14, 1780000035700, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.560244326, -79.196658518, 0.0
19.3, 3, 1432.000, , 3036, 0.0, , 1444.8, 36119, -0.789, 0.289, 0.0, 0.0, 0.0, 0.0, 0.26, , , 40.000, -26.29, 1780000035800, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.560280342, -79.196662842, 0.0
21.4, 3, 1436.000, , 2928, 0.0, , 1448.8, 36219, -0.760, 0.321, 0.0, 0.0, 0.0, 0.0, 0.23, , , 40.000, -25.33, 1780000035900, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.560316309, -79.196667759, 0.0
23.5, 3, 1440.000, , 2824, 0.0, , 1452.8, 36319, -0.728, 0.353, 0.0, 0.0, 0.0, 0.0, 0.21, , , 40.000, -24.27, 1780000036000, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.560352219, -79.196673269, 0.0
25.5, 3, 1444.000, , 2725, 0.0, , 1456.8, 36419, -0.693, 0.382, 0.0, 0.0, 0.0, 0.0, 0.18, , , 40.000, -23.12, 1780000036100, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.560388066, -79.196679371, 0.0
27.4, 3, 1448.000, , 2631, 0.0, , 1460.8, 36519, -0.656, 0.411, 0.0, 0.0, 0.0, 0.0, 0.16, , , 40.000, -21.87, 1780000036200, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.560423845, -79.196686062, 0.0
29.2, 3, 1452.000, , 2542, 0.0, , 1464.8, 36619, -0.616, 0.437, 0.0, 0.0, 0.0, 0.0, 0.14, , , 40.000, -20.54, 1780000036300, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.560459548, -79.196693343, 0.0
30.8, 3, 1456.000, , 2459, 0.0, , 1468.8, 36719, -0.574, 0.462, 0.0, 0.0, 0.0, 0.0, 0.11, , , 40.000, -19.12, 1780000036400, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.560495170, -79.196701211, 0.0
32.4, 3, 1460.000, , 2382, 0.0, , 1472.8, 36819, -0.529, 0.485, 0.0, 0.0, 0.0, 0.0, 0.10, , , 40.000, -17.63, 1780000036500, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.560530703, -79.196709666, 0.0
33.8, 3, 1464.000, , 2311, 0.0, , 1476.8, 36919, -0.482, 0.507, 0.0, 0.0, 0.0, 0.0, 0.08, , , 40.000, -16.07, 1780000036600, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.560566143, -79.196718706, 0.0
35.1, 3, 1468.000, , 2247, 0.0, , 1480.8, 37019, -0.434, 0.526, 0.0, 0.0, 0.0, 0.0, 0.06, , , 40.000, -14.45, 1780000036700, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.560601481, -79.196728330, 0.0
36.2, 3, 1472.000, , 2190, 0.0, , 1484.8, 37119, -0.383, 0.543, 0.0, 0.0, 0.0, 0.0, 0.05, , , 40.000, -12.77, 1780000036800, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.560636713, -79.196738534, 0.0
37.2, 3, 1476.000, , 2140, 0.0, , 1488.8, 37219, -0.331, 0.558, 0.0, 0.0, 0.0, 0.0, 0.04, , , 40.000, -11.04, 1780000036900, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.560671831, -79.196749319, 0.0
38.0, 3, 1480.000, , 2098, 0.0, , 1492.8, 37319, -0.278, 0.571, 0.0, 0.0, 0.0, 0.0, 0.02, , , 40.000, -9.27, 1780000037000, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.560706830, -79.196760682, 0.0
38.7, 3, 1484.000, , 2063, 0.0, , 1496.8, 37419, -0.224, 0.581, 0.0, 0.0, 0.0, 0.0, 0.02, , , 40.000, -7.46, 1780000037100, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.560741703, -79.196772620, 0.0
39.3, 3, 1488.000, , 2035, 0.0, , 1500.8, 37519, -0.169, 0.589, 0.0, 0.0, 0.0, 0.0, 0.01, , , 40.000, -5.62, 1780000037200, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.560776445, -79.196785132, 0.0
39.7, 3, 1492.000, , 2016, 0.0, , 1504.8, 37619, -0.113, 0.595, 0.0, 0.0, 0.0, 0.0, 0.00, , , 40.000, -3.76, 1780000037300, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.560811048, -79.196798216, 0.0
39.9, 3, 1496.000, , 2004, 0.0, , 1508.8, 37719, -0.057, 0.599, 0.0, 0.0, 0.0, 0.0, 0.00, , , 40.000, -1.88, 1780000037400, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.560845508, -79.196811869, 0.0
40.0, 3, 1500.000, , 2000, 0.0, , 1512.8, 37819, -0.000, 0.600, 0.0, 0.0, 0.0, 0.0, 0.00, , , 40.000, -0.00, 1780000037500, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.560879817, -79.196826089, 0.0
39.9, 3, 1504.000, , 2004, 0.0, , 1516.8, 37919, 0.057, 0.599, 0.0, 0.0, 0.0, 0.0, 0.00, , , 40.000, 1.88, 1780000037600, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.560913969, -79.196840873, 0.0
39.7, 3, 1508.000, , 2016, 0.0, , 1520.8, 38019, 0.113, 0.595, 0.0, 0.0, 0.0, 0.0, 0.00, , , 40.000, 3.76, 1780000037700, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.560947959, -79.196856218, 0.0
39.3, 3, 1512.000, , 2035, 0.0, , 1524.8, 38119, 0.169, 0.589, 0.0, 0.0, 0.0, 0.0, 0.01, , , 40.000, 5.62, 1780000037800, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.560981781, -79.196872123, 0.0
38.7, 3, 1516.000, , 2063, 0.0, , 1528.8, 38219, 0.224, 0.581, 0.0, 0.0, 0.0, 0.0, 0.02, , , 40.000, 7.46, 1780000037900, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561015428, -79.196888583, 0.0
38.0, 3, 1520.000, , 2098, 0.0, , 1532.8, 38319, 0.278, 0.571, 0.0, 0.0, 0.0, 0.0, 0.02, , , 40.000, 9.27, 1780000038000, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561048894, -79.196905597, 0.0
37.2, 3, 1524.000, , 2140, 0.0, , 1536.8, 38419, 0.331, 0.558, 0.0, 0.0, 0.0, 0.0, 0.04, , , 40.000, 11.04, 1780000038100, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561082174, -79.196923161, 0.0
36.2, 3, 1528.000, , 2190, 0.0, , 1540.8, 38519, 0.383, 0.543, 0.0, 0.0, 0.0, 0.0, 0.05, , , 40.000, 12.77, 1780000038200, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561115262, -79.196941271, 0.0
35.1, 3, 1532.000, , 2247, 0.0, , 1544.8, 38619, 0.434, 0.526, 0.0, 0.0, 0.0, 0.0, 0.06, , , 40.000, 14.45, 1780000038300, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561148151, -79.196959926, 0.0
33.8, 3, 1536.000, , 2311, 0.0, , 1548.8, 38719, 0.482, 0.507, 0.0, 0.0, 0.0, 0.0, 0.08, , , 40.000, 16.07, 1780000038400, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561180836, -79.196979121, 0.0
32.4, 3, 1540.000, , 2382, 0.0, , 1552.8, 38819, 0.529, 0.485, 0.0, 0.0, 0.0, 0.0, 0.10, , , 40.000, 17.63, 1780000038500, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561213312, -79.196998853, 0.0
30.8, 3, 1544.000, , 2459, 0.0, , 1556.8, 38919, 0.574, 0.462, 0.0, 0.0, 0.0, 0.0, 0.11, , , 40.000, 19.12, 1780000038600, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561245571, -79.197019118, 0.0
29.2, 3, 1548.000, , 2542, 0.0, , 1560.8, 39019, 0.616, 0.437, 0.0, 0.0, 0.0, 0.0, 0.14, , , 40.000, 20.54, 1780000038700, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561277609, -79.197039914, 0.0
27.4, 3, 1552.000, , 2631, 0.0, , 1564.8, 39119, 0.656, 0.411, 0.0, 0.0, 0.0, 0.0, 0.16, , , 40.000, 21.87, 1780000038800, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561309421, -79.197061235, 0.0
25.5, 3, 1556.000, , 2725, 0.0, , 1568.8, 39219, 0.693, 0.382, 0.0, 0.0, 0.0, 0.0, 0.18, , , 40.000, 23.12, 1780000038900, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561340999, -79.197083079, 0.0
23.5, 3, 1560.000, , 2824, 0.0, , 1572.8, 39319, 0.728, 0.353, 0.0, 0.0, 0.0, 0.0, 0.21, , , 40.000, 24.27, 1780000039000, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561372339, -79.197105442, 0.0
21.4, 3, 1564.000, , 2928, 0.0, , 1576.8, 39419, 0.760, 0.321, 0.0, 0.0, 0.0, 0.0, 0.23, , , 40.000, 25.33, 1780000039100, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561403435, -79.197128319, 0.0
19.3, 3, 1568.000, , 3036, 0.0, , 1580.8, 39519, 0.789, 0.289, 0.0, 0.0, 0.0, 0.0, 0.26, , , 40.000, 26.29, 1780000039200, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561434281, -79.197151707, 0.0
17.0, 3, 1572.000, , 3148, 0.0, , 1584.8, 39619, 0.814, 0.255, 0.0, 0.0, 0.0, 0.0, 0.29, , , 40.000, 27.14, 1780000039300, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561464872, -79.197175601, 0.0
14.7, 3, 1576.000, , 3264, 0.0, , 1588.8, 39719, 0.837, 0.221, 0.0, 0.0, 0.0, 0.0, 0.32, , , 40.000, 27.89, 1780000039400, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561495203, -79.197199997, 0.0
12.4, 3, 1580.000, , 3382, 0.0, , 1592.8, 39819, 0.856, 0.185, 0.0, 0.0, 0.0, 0.0, 0.35, , , 40.000, 28.53, 1780000039500, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561525269, -79.197224891, 0.0
9.9, 3, 1584.000, , 3503, 0.0, , 1596.8, 39919, 0.872, 0.149, 0.0, 0.0, 0.0, 0.0, 0.38, , , 40.000, 29.06, 1780000039600, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561555063, -79.197250279, 0.0
7.5, 3, 1588.000, , 3625, 0.0, , 1600.8, 40019, 0.884, 0.112, 0.0, 0.0, 0.0, 0.0, 0.41, , , 40.000, 29.47, 1780000039700, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561584580, -79.197276155, 0.0
5.0, 3, 1592.000, , 3749, 0.0, , 1604.8, 40119, 0.893, 0.075, 0.0, 0.0, 0.0, 0.0, 0.44, , , 40.000, 29.76, 1780000039800, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561613816, -79.197302515, 0.0
2.5, 3, 1596.000, , 3874, 0.0, , 1608.8, 40219, 0.898, 0.038, 0.0, 0.0, 0.0, 0.0, 0.47, , , 40.000, 29.94, 1780000039900, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561642765, -79.197329355, 0.0
0.0, 3, 1600.000, , 4000, 0.0, , 1612.8, 40319, 0.900, 0.000, 0.0, 0.0, 0.0, 0.0, 0.50, , , 40.000, 30.00, 1780000040000, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561671422, -79.197356670, 0.0
0.0, 4, 1604.000, , 4126, 0.0, , 1616.8, 40419, 0.898, -0.038, 0.0, 0.0, 0.0, 0.0, 0.53, , , 40.000, 29.94, 1780000040100, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561699782, -79.197384454, 0.0
0.0, 4, 1608.000, , 4251, 0.0, , 1620.8, 40519, 0.893, -0.075, 0.0, 0.0, 0.0, 0.0, 0.56, , , 40.000, 29.76, 1780000040200, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561727840, -79.197412704, 0.0
0.0, 4, 1612.000, , 4375, 0.0, , 1624.8, 40619, 0.884, -0.112, 0.0, 0.0, 0.0, 0.0, 0.59, , , 40.000, 29.47, 1780000040300, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561755590, -79.197441414, 0.0
0.0, 4, 1616.000, , 4497, 0.0, , 1628.8, 40719, 0.872, -0.149, 0.0, 0.0, 0.0, 0.0, 0.62, , , 40.000, 29.06, 1780000040400, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561783029, -79.197470578, 0.0
0.0, 4, 1620.000, , 4618, 0.0, , 1632.8, 40819, 0.856, -0.185, 0.0, 0.0, 0.0, 0.0, 0.65, , , 40.000, 28.53, 1780000040500, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561810150, -79.197500192, 0.0
0.0, 4, 1624.000, , 4736, 0.0, , 1636.8, 40919, 0.837, -0.221, 0.0, 0.0, 0.0, 0.0, 0.68, , , 40.000, 27.89, 1780000040600, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561836950, -79.197530251, 0.0
0.0, 4, 1628.000, , 4852, 0.0, , 1640.8, 41019, 0.814, -0.255, 0.0, 0.0, 0.0, 0.0, 0.71, , , 40.000, 27.14, 1780000040700, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561863423, -79.197560748, 0.0
0.0, 4, 1632.000, , 4964, 0.0, , 1644.8, 41119, 0.789, -0.289, 0.0, 0.0, 0.0, 0.0, 0.74, , , 40.000, 26.29, 1780000040800, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561889564, -79.197591679, 0.0
0.0, 4, 1636.000, , 5072, 0.0, , 1648.8, 41219, 0.760, -0.321, 0.0, 0.0, 0.0, 0.0, 0.77, , , 40.000, 25.33, 1780000040900, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561915370, -79.197623039, 0.0
0.0, 4, 1640.000, , 5176, 0.0, , 1652.8, 41319, 0.728, -0.353, 0.0, 0.0, 0.0, 0.0, 0.79, , , 40.000, 24.27, 1780000041000, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561940836, -79.197654821, 0.0
0.0, 4, 1644.000, , 5275, 0.0, , 1656.8, 41419, 0.693, -0.382, 0.0, 0.0, 0.0, 0.0, 0.82, , , 40.000, 23.12, 1780000041100, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561965956, -79.197687019, 0.0
0.0, 4, 1648.000, , 5369, 0.0, , 1660.8, 41519, 0.656, -0.411, 0.0, 0.0, 0.0, 0.0, 0.84, , , 40.000, 21.87, 1780000041200, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561990727, -79.197719629, 0.0
0.0, 4, 1652.000, , 5458, 0.0, , 1664.8, 41619, 0.616, -0.437, 0.0, 0.0, 0.0, 0.0, 0.86, , , 40.000, 20.54, 1780000041300, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.562015144, -79.197752645, 0.0
0.0, 4, 1656.000, , 5541, 0.0, , 1668.8, 41719, 0.574, -0.462, 0.0, 0.0, 0.0, 0.0, 0.89, , , 40.000, 19.12, 1780000041400, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.562039202, -79.197786060, 0.0
0.0, 4, 1660.000, , 5618, 0.0, , 1672.8, 41819, 0.529, -0.485, 0.0, 0.0, 0.0, 0.0, 0.90, , , 40.000, 17.63, 1780000041500, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.562062899, -79.197819868, 0.0
0.0, 4, 1664.000, , 5689, 0.0, , 1676.8, 41919, 0.482, -0.507, 0.0, 0.0, 0.0, 0.0, 0.92, , , 40.000, 16.07, 1780000041600, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.562086228, -79.197854064, 0.0
0.0, 4, 1668.000, , 5753, 0.0, , 1680.8, 42019, 0.434, -0.526, 0.0, 0.0, 0.0, 0.0, 0.94, , , 40.000, 14.45, 1780000041700, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.562109186, -79.197888642, 0.0
0.0, 4, 1672.000, , 5810, 0.0, , 1684.8, 42119, 0.383, -0.543, 0.0, 0.0, 0.0, 0.0, 0.95, , , 40.000, 12.77, 1780000041800, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.562131770, -79.197923595, 0.0
0.0, 4, 1676.000, , 5860, 0.0, , 1688.8, 42219, 0.331, -0.558, 0.0, 0.0, 0.0, 0.0, 0.96, , , 40.000, 11.04, 1780000041900, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.562153975, -79.197958917, 0.0
